UUID,Date,Sentiment_score,Lsa_summary
4cd8df5f-6e4c-4631-ba05-1f31b947d312,2020-03-12T08:00:00.000+08:00,1,Stocks That Hit 52-Week Lows On Thursday
44021aa7-aa03-499f-8d58-44ba58d9a5fb,2020-03-12T08:00:00.000+08:00,1,Stocks That Hit 52-Week Lows On Thursday
954ecc07-18d8-40a1-b9fa-ab26bee7c1ae,2020-03-11T08:00:00.000+08:00,2,Stocks That Hit 52-Week Lows On Wednesday
71e3f8f5-f4d0-4380-99b9-f1aefa234bcd,2020-03-11T08:00:00.000+08:00,1,14 Basic Materials Stocks Moving In Wednesday's Pre-Market Session
00f51c30-647c-4744-9866-303c24bd60ec,2020-03-11T08:00:00.000+08:00,1,"Shares of several basic materials companies are trading lower amid the global coronavirus outbreak, which has disrupted economic growth and hampered the demand for basic materials."
8de0e43d-a6ea-4a48-9de8-79adb0d814cd,2020-03-11T08:00:00.000+08:00,2,Stocks That Hit 52-Week Lows On Wednesday
b468d07d-32f4-477a-8af8-bcd95bc62238,2020-03-11T08:00:00.000+08:00,3,14 Basic Materials Stocks Moving In Wednesday's Pre-Market Session
b20487f5-ee2d-4913-967d-fd2bdc2444ae,2020-03-11T08:00:00.000+08:00,4,"Shares of several basic materials companies are trading lower amid the global coronavirus outbreak, which has disrupted economic growth and hampered the demand for basic materials."
0e5e431a-5f9c-427d-bfa8-a424053c2d42,2020-03-10T08:00:00.000+08:00,1,10 Basic Materials Stocks Gaining In Tuesday's Pre-Market Session
be889449-46d4-4c50-89bc-173e95d544c2,2020-03-10T08:00:00.000+08:00,2,"Shares of several basic materials companies are trading higher, rebounding from Monday's selloff. The basic materials space has been negatively impacted by the coronavirus outbreak, as the virus has disrupted economic activity globally."
813a9e94-df47-4b8a-9ec4-8de6c926f7b0,2020-03-10T08:00:00.000+08:00,3,10 Basic Materials Stocks Gaining In Tuesday's Pre-Market Session
e2d34159-fdf4-4581-a421-cd5b3782b0fc,2020-03-10T08:00:00.000+08:00,1,"Shares of several basic materials companies are trading higher, rebounding from Monday's selloff. The basic materials space has been negatively impacted by the coronavirus outbreak, as the virus has disrupted economic activity globally."
1a212164-b0bc-4e2f-89e8-7bc33e4bef08,2020-03-09T08:00:00.000+08:00,2,"Shares of several basic materials companies are trading lower amid the global coronavirus outbreak, which has disrupted economic growth and hampered the demand for basic materials."
8d0e3454-f402-41f2-b8ab-c5f0c8e8b40c,2020-03-09T08:00:00.000+08:00,2,22 Basic Materials Stocks Moving In Monday's Pre-Market Session
26393d19-3cfd-4cf8-a8e7-a4c482904897,2020-03-09T08:00:00.000+08:00,2,"Shares of several basic materials companies are trading lower amid the global coronavirus outbreak, which has disrupted economic growth and hampered the demand for basic materials."
04d77c80-93ee-46cd-a1a8-5df5f8e34709,2020-03-09T08:00:00.000+08:00,3,22 Basic Materials Stocks Moving In Monday's Pre-Market Session
4e8163a5-3e5a-4121-8019-2ad733f7cc3b,2020-03-06T08:00:00.000+08:00,4,Stocks That Hit 52-Week Lows On Friday
cb78a1a0-975f-497f-b124-a5277b8c4d80,2020-03-06T08:00:00.000+08:00,1,Stocks That Hit 52-Week Lows On Friday
79bd8c84-4cfb-4ed5-8d9a-be6152e63c64,2020-03-05T08:00:00.000+08:00,2,Stocks That Hit 52-Week Lows On Thursday
12d5cb24-a5da-4c62-9e20-e061d0417517,2020-03-05T08:00:00.000+08:00,1,Shares of several basic material companies are trading lower as global markets continue to experience volatility amid the coronavirus spread.
b8bc9eec-8a69-4807-ac18-0abd10066d68,2020-03-05T08:00:00.000+08:00,1,Stocks That Hit 52-Week Lows On Thursday
d2c230a6-9fc1-4b84-9475-fd9ee709ab3a,2020-03-05T08:00:00.000+08:00,1,Shares of several basic material companies are trading lower as global markets continue to experience volatility amid the coronavirus spread.
95edc415-5e72-4dee-b124-7bef20482dcd,2020-02-28T08:00:00.000+08:00,1,Stocks That Hit 52-Week Lows On Friday
0bd124d5-3391-4682-9fc0-1c69642ff1f0,2020-02-28T08:00:00.000+08:00,1,Stocks That Hit 52-Week Lows On Friday
327319ed-c624-4c7b-b37e-06050930cc09,2020-02-27T08:00:00.000+08:00,1,Stocks That Hit 52-Week Lows On Thursday
22ddffe0-1a46-4e99-b51b-cc912f2adae2,2020-02-27T08:00:00.000+08:00,1,Stocks That Hit 52-Week Lows On Thursday
7163e817-8296-4444-a586-96310aa40c1e,2020-02-25T08:00:00.000+08:00,3,"Shares of several basic materials companies are trading lower as markets fall amid the continued spread of the coronavirus, which has weighed on global economic outlook, impacting stocks across sectors."
916b6406-4c01-4c52-93c4-4a1a7a1adb5a,2020-02-25T08:00:00.000+08:00,2,My Short Watch-List for the Stock Market: Corona Edition
1dfdea67-9315-42d8-acfd-b429f3d6c238,2020-02-25T08:00:00.000+08:00,1,"Shares of several basic materials companies are trading lower as markets fall amid the continued spread of the coronavirus, which has weighed on global economic outlook, impacting stocks across sectors."
6b2eab2d-a838-4357-b3dd-0d79d2ea7583,2020-02-25T08:00:00.000+08:00,2,My Short Watch-List for the Stock Market: Corona Edition
910e6cf5-48f9-4116-b5a3-20c95138455e,2020-02-24T08:00:00.000+08:00,2,Shares of several basic materials companies are trading lower as coronavirus cases surge outside of China. NOTE: The virus has raised fear of a global economic slowdown.
ba38d69a-1bb1-4536-b1dd-2b4ee274c186,2020-02-24T08:00:00.000+08:00,3,Shares of several basic materials companies are trading lower as coronavirus cases surge outside of China. NOTE: The virus has raised fear of a global economic slowdown.
2ce3a840-f8ca-4490-af47-c8c70330d828,2020-02-23T08:00:00.000+08:00,4,Boeing Offers More Support for MAX Suppliers
721657b5-ba9f-4b98-84ee-a08446499339,2020-02-23T08:00:00.000+08:00,5,Boeing Offers More Support for MAX Suppliers
4b7928ad-58c9-48dd-b653-9bfb2d1e1e44,2020-02-21T08:00:00.000+08:00,2,"Alcoa Corp (AA) Files –…-K for the Fiscal Year Ended on December '–, —…–9"
3350ac95-c7ff-46bc-9ac1-60cd6265ed4d,2020-02-21T08:00:00.000+08:00,2,"Alcoa Corp (AA) Files –…-K for the Fiscal Year Ended on December '–, —…–9"
1db87667-0aa8-447b-9945-165896ff4abe,2020-02-18T08:00:00.000+08:00,4,"Bronson Point Management LLC Buys Anthem Inc, Alcoa Corp, Xilinx Inc, Sells Lumentum Holdings ..."
ef701ca8-0bf1-47f1-a75f-a6065159118c,2020-02-18T08:00:00.000+08:00,4,"Bronson Point Management LLC Buys Anthem Inc, Alcoa Corp, Xilinx Inc, Sells Lumentum Holdings ..."
475b78e0-4bb3-4313-bd7c-4ed8d6b4c5b3,2020-02-17T08:00:00.000+08:00,3,"Masters Capital Management Llc Buys Bed Bath & Beyond Inc, Alcoa Corp, Adient PLC, Sells ..."
12134111-bd59-4bec-9095-8b6e2e994cfc,2020-02-17T08:00:00.000+08:00,2,"Orbis Allan Gray Ltd Buys Bristol-Myers Squibb Company, Fomento Economico Mexicano SAB de CV, ..."
a8b49328-762f-42d2-9874-ee5a9b473432,2020-02-17T08:00:00.000+08:00,3,"Bronson Point Management LLC Buys Cisco Systems Inc, Albemarle Corp, Xilinx Inc, Sells Lumentum ..."
365c15c7-9545-43eb-9ef9-443f1c3c0413,2020-02-17T08:00:00.000+08:00,4,"Masters Capital Management Llc Buys Bed Bath & Beyond Inc, Alcoa Corp, Adient PLC, Sells ..."
47514b56-4236-4489-a89d-e97405868ea8,2020-02-17T08:00:00.000+08:00,1,"Orbis Allan Gray Ltd Buys Bristol-Myers Squibb Company, Fomento Economico Mexicano SAB de CV, ..."
3d88060c-b928-4108-ab4f-dda6b66f1cf9,2020-02-17T08:00:00.000+08:00,3,"Bronson Point Management LLC Buys Cisco Systems Inc, Albemarle Corp, Xilinx Inc, Sells Lumentum ..."
0e61679d-0007-45a8-b109-0f42bf55f09f,2020-02-11T08:00:00.000+08:00,2,"Global Headlamps Market —…—… Global Industry Size, Share, Business Growth, Revenue, ..."
45e74c2f-bdcf-435f-a85e-fd4f5a9754ad,2020-02-11T08:00:00.000+08:00,3,"Global Headlamps Market —…—… Global Industry Size, Share, Business Growth, Revenue, ..."
56ea991e-621c-4841-9bff-152eb47ffae6,2020-02-05T08:00:00.000+08:00,4,Shares of several basic materials companies are trading higher as unconfirmed reports of progress towards a coronavirus treatment lift investor sentiment and economic outlook. Recent coronavirus fears clouded the demand outlook for these products.
bc235f4c-b278-4eae-bcf5-0784b81c8b13,2020-02-05T08:00:00.000+08:00,1,36 Stocks Moving in Wednesday's Pre-Market Session
287326a5-5148-4484-8afb-a3466d8dad95,2020-02-05T08:00:00.000+08:00,4,Shares of several basic materials companies are trading higher as unconfirmed reports of progress towards a coronavirus treatment lift investor sentiment and economic outlook. Recent coronavirus fears clouded the demand outlook for these products.
45a57dd1-84d0-49d0-8712-c4a9c86e6760,2020-02-05T08:00:00.000+08:00,1,36 Stocks Moving in Wednesday's Pre-Market Session
1f21d1b1-468e-477c-9da7-949812915c09,2020-02-02T08:00:00.000+08:00,1,Short Amazon (AMZN)?
28e60fe4-85b0-4dd9-8fbf-a6ba3d006d73,2020-02-02T08:00:00.000+08:00,1,Short Amazon (AMZN)?
e963acab-ddae-4f7c-b082-e9177305df65,2020-01-31T08:00:00.000+08:00,1,Stocks That Hit 52-Week Lows On Friday
9c62c8b9-0538-466b-aa34-4a2e8dc2f616,2020-01-31T08:00:00.000+08:00,1,Stocks That Hit 52-Week Lows On Friday
595ca5dd-6afc-4d65-a8fa-63274eaa43e4,2020-01-30T08:00:00.000+08:00,1,Stocks That Hit 52-Week Lows On Thursday
acc87153-1417-4a6a-a278-13e0022398d8,2020-01-30T08:00:00.000+08:00,1,Stocks That Hit 52-Week Lows On Thursday
3b4544dd-20df-4f34-b528-ee67d31e9a96,2020-01-29T08:00:00.000+08:00,1,Stocks That Hit 52-Week Lows On Wednesday
d27688e4-38a0-4496-97e6-fe36364855a3,2020-01-29T08:00:00.000+08:00,1,Stocks That Hit 52-Week Lows On Wednesday
60c4862b-63d3-4b0d-934d-b315aa981d5b,2020-01-27T08:00:00.000+08:00,1,Stocks That Hit 52-Week Lows On Monday
0da5125b-31bf-47bb-9b72-6656159f94e1,2020-01-27T08:00:00.000+08:00,1,Stocks That Hit 52-Week Lows On Monday
b00a24e6-b11b-442b-bdda-c2d47bf281fe,2020-01-24T08:00:00.000+08:00,1,Stocks That Hit 52-Week Lows On Friday
b4abb183-3d52-45cc-9a2b-18d18f7c56b9,2020-01-24T08:00:00.000+08:00,3,"AskSlim Market Week, Jan. 24"
8b4dd0b2-6cca-48bb-bb0d-9ec96d260cb8,2020-01-24T08:00:00.000+08:00,1,Stocks That Hit 52-Week Lows On Friday
5f37b830-c1b7-405e-9532-f08e576b90b2,2020-01-24T08:00:00.000+08:00,3,"AskSlim Market Week, Jan. 24"
dfd00ead-90d3-402f-9074-3efa5b675dd8,2020-01-23T08:00:00.000+08:00,1,28 Basic Materials Stocks Moving In Thursday's Session
9c810bd1-4993-4a81-967f-4bd5a15b17e3,2020-01-23T08:00:00.000+08:00,1,28 Basic Materials Stocks Moving In Thursday's Session
52a62091-657c-484d-b1d1-49610c5c84b3,2020-01-21T08:00:00.000+08:00,3,"Benzinga's Top Upgrades, Downgrades For January 21, 2020"
71d6833b-09bc-4e5d-8a89-ec39bc296baf,2020-01-21T08:00:00.000+08:00,3,"Benzinga's Top Upgrades, Downgrades For January 21, 2020"
d09878b8-8b9b-49fd-8ec6-138c7adc5dce,2020-01-17T08:00:00.000+08:00,2,"Benzinga's Top Upgrades, Downgrades For January 17, 2020"
0b5d570d-f848-449e-85e1-58b158534b8b,2020-01-17T08:00:00.000+08:00,4,Deutsche Bank Upgrades Alcoa to Buy
0abb6f6a-9b8b-4a7f-99d2-31fc28c209a1,2020-01-17T08:00:00.000+08:00,3,76 Biggest Movers From Yesterday
82988ad5-da73-4710-bbcf-137665c83bf1,2020-01-17T08:00:00.000+08:00,2,"AskSlim Market Week, Jan. 17"
fcda1b01-9448-45b4-a406-2c37381c5b5e,2020-01-17T08:00:00.000+08:00,1,"Benzinga's Top Upgrades, Downgrades For January 17, 2020"
5c3f649b-8cc0-46cc-bd82-e0e04b5ae8e9,2020-01-17T08:00:00.000+08:00,4,Deutsche Bank Upgrades Alcoa to Buy
fa90e306-2970-481a-834b-c3e25944e978,2020-01-17T08:00:00.000+08:00,2,76 Biggest Movers From Yesterday
005dc1fb-c48b-4627-8a7e-66ba37de4967,2020-01-17T08:00:00.000+08:00,3,"AskSlim Market Week, Jan. 17"
800412bf-93e0-45ad-8cd0-6b7e0741e412,2020-01-16T08:00:00.000+08:00,1,Mid-Afternoon Market Update: Alcoa Drops On Downbeat Q4 Results; Signet Jewelers Shares Gain
0d4c92bd-bca2-47f5-b36a-30670af20f3a,2020-01-16T08:00:00.000+08:00,2,42 Stocks Moving In Thursday's Mid-Day Session
d462f673-ed7f-4714-b441-b3afa4b9b6c8,2020-01-16T08:00:00.000+08:00,1,"B of A Securities Maintains Underperform on Alcoa, Lowers Price Target to $20"
dd42d3b4-1657-4018-a62e-fae2f7306426,2020-01-16T08:00:00.000+08:00,1,Alcoa shares are trading lower after the company reported worse-than-expected Q4 EPS and sales results.
d979de76-9e78-49e1-a52f-0f35dc77a42f,2020-01-16T08:00:00.000+08:00,3,21 Stocks Moving in Thursday's Pre-Market Session
8cf2e0fb-9839-435a-8a86-3ceaa5161ee9,2020-01-16T08:00:00.000+08:00,3,A Peek Into The Markets: US Stock Futures Gain Ahead Of Morgan Stanley Earnings
09b46f17-9de9-491e-aa44-5a84103ea7fa,2020-01-16T08:00:00.000+08:00,2,"7 Stocks To Watch For January 16, 2020"
2e3e0084-95ec-4a61-b314-cc9747c2a630,2020-01-16T08:00:00.000+08:00,2,"Company News for Jan 16, 2020"
c7cf28df-8d91-49e9-813b-9367103ce817,2020-01-16T08:00:00.000+08:00,1,"Alcoa (AA) Gets Crushed After Earnings, Here's The Trade"
ceed4736-7429-4c62-b368-02dcf45d26c7,2020-01-16T08:00:00.000+08:00,2,Mid-Afternoon Market Update: Alcoa Drops On Downbeat Q4 Results; Signet Jewelers Shares Gain
28b84cfe-d758-4e3d-8932-fecfb9421dcb,2020-01-16T08:00:00.000+08:00,3,42 Stocks Moving In Thursday's Mid-Day Session
64e7e62f-5b2c-4768-b9c4-580b93cb0d2e,2020-01-16T08:00:00.000+08:00,1,"B of A Securities Maintains Underperform on Alcoa, Lowers Price Target to $20"
2c835676-7330-4b4a-a793-ae4bbb16df0f,2020-01-16T08:00:00.000+08:00,1,Alcoa shares are trading lower after the company reported worse-than-expected Q4 EPS and sales results.
f21b57cf-ef5a-4c64-8b95-9aa6cc9b8571,2020-01-16T08:00:00.000+08:00,2,21 Stocks Moving in Thursday's Pre-Market Session
2cd46e03-7c79-4f0b-a81b-9d017b7457d8,2020-01-16T08:00:00.000+08:00,4,A Peek Into The Markets: US Stock Futures Gain Ahead Of Morgan Stanley Earnings
20d4fc0e-bee6-4d1d-83bf-246acb6242ab,2020-01-16T08:00:00.000+08:00,3,"7 Stocks To Watch For January 16, 2020"
cad7948a-68aa-495f-9e23-593910139783,2020-01-16T08:00:00.000+08:00,1,"Company News for Jan 16, 2020"
eb4bb568-95ea-4da4-ae70-d55d850c790b,2020-01-16T08:00:00.000+08:00,1,"Alcoa (AA) Gets Crushed After Earnings, Here's The Trade"
4079f25a-e565-4bd2-9898-672f66661e3e,2020-01-15T08:00:00.000+08:00,1,Alcoa Reports Q4 Earnings Miss
796e089c-d4bc-4838-b3b9-affd92128dc8,2020-01-15T08:00:00.000+08:00,3,Alcoa Announces First Planned Sale Of Non-Core Assets
69d24e77-4634-48a4-aa67-f5875e934b3b,2020-01-15T08:00:00.000+08:00,3,Alcoa Sees FY20 Total Alumina Shipments 13.6M-13.7M Tons; Expects Lower Quarterly Results In Bauxite Segment Due To Lower Pricing And Seasonally Lower Volumes
86e4bc67-853b-4289-9e3c-ff731f033def,2020-01-15T08:00:00.000+08:00,4,"Alcoa Q4 Adj. EPS $(0.31) Misses $(0.23) Estimate, Sales $2.44B Miss $2.47B Estimate"
724dc96e-ac67-4750-b752-6094693734db,2020-01-15T08:00:00.000+08:00,2,"8 Stocks To Watch For January 15, 2020"
b6d1a667-3bd3-4215-afe1-957e6090c749,2020-01-15T08:00:00.000+08:00,1,"Earnings Scheduled For January 15, 2020"
c3c507e9-85ce-4eb1-a0b7-3684e9235414,2020-01-15T08:00:00.000+08:00,2,"Alcoa Corp. (AA) Reports Q4 Loss, Misses Revenue Estimates"
b2e5809c-9ca9-4280-b66f-ee34272c06e0,2020-01-15T08:00:00.000+08:00,3,Alcoa Reports Q4 Earnings Miss
00a3c1bf-c681-44d4-821d-1ab79aa58c6d,2020-01-15T08:00:00.000+08:00,4,Alcoa Reports Q4 Earnings Miss
172fe15f-dd0b-4228-bec0-107c1f143878,2020-01-15T08:00:00.000+08:00,5,Alcoa Announces First Planned Sale Of Non-Core Assets
e19d7ad9-e3f2-4ab9-a40c-11c1f4317486,2020-01-15T08:00:00.000+08:00,2,Alcoa Sees FY20 Total Alumina Shipments 13.6M-13.7M Tons; Expects Lower Quarterly Results In Bauxite Segment Due To Lower Pricing And Seasonally Lower Volumes
9d1436fc-718e-43b4-9ee5-f398bd101be0,2020-01-15T08:00:00.000+08:00,1,"Alcoa Q4 Adj. EPS $(0.31) Misses $(0.23) Estimate, Sales $2.44B Miss $2.47B Estimate"
1a0bff32-6051-4a9d-9fed-c668e77c893c,2020-01-15T08:00:00.000+08:00,3,"8 Stocks To Watch For January 15, 2020"
07ceefe5-e82e-4430-bcde-e58138221c74,2020-01-15T08:00:00.000+08:00,2,"Earnings Scheduled For January 15, 2020"
36229a57-f554-42a2-8dc5-9aa9b3017763,2020-01-15T08:00:00.000+08:00,1,"Alcoa Corp. (AA) Reports Q4 Loss, Misses Revenue Estimates"
c019b146-7fa2-4eed-8d65-b4ddcc4e356c,2020-01-15T08:00:00.000+08:00,1,Alcoa Reports Q4 Earnings Miss
0955a300-bdb9-433a-839e-8419e64182e3,2020-01-03T08:00:00.000+08:00,2,A Peek Into The Markets: US Stock Futures Tumble Following Airstrike In Baghdad
3fd908aa-e960-4830-9a6b-62994678c7b8,2020-01-03T08:00:00.000+08:00,3,"4 Stocks To Watch For January 3, 2020"
37a3ebb9-dd8a-4d04-af52-a3a2aa049ea0,2020-01-03T08:00:00.000+08:00,2,New Strong Sell Stocks for January 3rd
d5fd8300-490c-4a3c-ada3-cbe965331256,2020-01-03T08:00:00.000+08:00,2,A Peek Into The Markets: US Stock Futures Tumble Following Airstrike In Baghdad
9324178d-2db1-4d82-82de-5a80ff682a92,2020-01-03T08:00:00.000+08:00,2,"4 Stocks To Watch For January 3, 2020"
b4efbd17-9ed9-45bc-954d-1d2ae53cd2ce,2020-01-03T08:00:00.000+08:00,3,New Strong Sell Stocks for January 3rd
35bdc7cb-6a86-49cb-8cba-f5bf35a5a15e,2020-01-02T08:00:00.000+08:00,4,Alcoa Announces Agreement To Sell Gum Springs Facility In $250M Transaction
dac75e83-30d4-424f-9c93-92b42335a44e,2020-01-02T08:00:00.000+08:00,5,Alcoa Announces Agreement To Sell Gum Springs Facility In $250M Transaction
1286b901-c343-45c9-a3c4-ff105d1b9cf0,2019-12-24T08:00:00.000+08:00,1,"Simple Market Timing Strategies That Work - December 24, 2019"
314f5516-a8ba-4479-be05-0937ce230b7a,2019-12-24T08:00:00.000+08:00,2,"Simple Market Timing Strategies That Work - December 24, 2019"
9d6a4f10-8fbc-40a6-924f-e17c40da79c9,2019-12-22T08:00:00.000+08:00,3,How The Dow Jones Industrial Average Changed Over The Past Decade
3cb36a49-66fd-4322-bb72-c6a624a1cd46,2019-12-22T08:00:00.000+08:00,3,How The Dow Jones Industrial Average Changed Over The Past Decade
7d9537cb-5d63-4d9d-9fdf-d87ae80421de,2019-12-20T08:00:00.000+08:00,4,"B. Riley FBR Earlier Maintained Buy on Alcoa, Lowered Price Target to $25"
3e58ef32-b0bb-456d-9b05-875a82948c48,2019-12-20T08:00:00.000+08:00,4,"B. Riley FBR Earlier Maintained Buy on Alcoa, Lowered Price Target to $25"
d27fd3bc-50cb-49c2-b462-a8a23414b68f,2019-12-19T08:00:00.000+08:00,2,USW Sues Alcoa To Retain Retiree Life Insurance Benefits
808f8d64-3e11-4e10-90bb-83db9d5d9eb8,2019-12-19T08:00:00.000+08:00,3,Alcoa Option Alert: Jul 17 $25 Calls Sweep (21) near the Ask: 1035 @ $1.4 vs 29 OI; Earnings 1/15 After Close [est] Ref=$21.65
93f40c07-7903-4970-957d-5069d5f29e25,2019-12-19T08:00:00.000+08:00,3,USW Sues Alcoa To Retain Retiree Life Insurance Benefits
57e39ceb-dd6a-43f1-b9ee-fba20d352733,2019-12-19T08:00:00.000+08:00,2,Alcoa Option Alert: Jul 17 $25 Calls Sweep (21) near the Ask: 1035 @ $1.4 vs 29 OI; Earnings 1/15 After Close [est] Ref=$21.65
a54d3cc2-c8a7-4128-9c81-30f4cbfcf14d,2019-12-17T08:00:00.000+08:00,4,"Benzinga's Top Upgrades, Downgrades For December 17, 2019"
ba327892-0318-4836-a0d0-ce168e893432,2019-12-17T08:00:00.000+08:00,2,A Peek Into The Markets: US Stock Futures Signal Lower Start On Wall Street
f6d6f7f6-a708-4dbe-b911-57197a5b464c,2019-12-17T08:00:00.000+08:00,1,"BMO Capital Downgrades Alcoa to Market Perform, Lowers Price Target to $23"
7e5251e7-bb05-4068-9130-443e5d3fa393,2019-12-17T08:00:00.000+08:00,3,"Benzinga's Top Upgrades, Downgrades For December 17, 2019"
e0d2e43e-5a30-4a6e-a95c-ea46b1bb5c23,2019-12-17T08:00:00.000+08:00,2,A Peek Into The Markets: US Stock Futures Signal Lower Start On Wall Street
80dd6f76-531a-4b3a-a982-dbd4dcd81390,2019-12-17T08:00:00.000+08:00,1,"BMO Capital Downgrades Alcoa to Market Perform, Lowers Price Target to $23"
33ae7f50-1ba4-44c3-9c08-eed18234a9e1,2019-12-16T08:00:00.000+08:00,1,Alcoa To Permanently Close Point Comfort Refinery In Texas; Co. To Record Restructuring Charges Of ~$175M
ed123763-9d56-4fe5-b3f5-4548aa280053,2019-12-16T08:00:00.000+08:00,1,Alcoa To Permanently Close Point Comfort Refinery In Texas; Co. To Record Restructuring Charges Of ~$175M
77a219c3-48d9-4c1e-8ada-04f56020338f,2019-12-12T08:00:00.000+08:00,2,"Morgan Stanley Maintains Equal-Weight on Alcoa, Lowers Price Target to $22"
fee42c3c-e368-477b-8a78-0d1442f8e3f1,2019-12-12T08:00:00.000+08:00,1,"Morgan Stanley Maintains Equal-Weight on Alcoa, Lowers Price Target to $22"
d6842c67-3364-4851-a23d-03ef236009ae,2019-12-09T08:00:00.000+08:00,3,How Trump's Policies Moved Stocks This Past Week
a78d63f1-cc40-4e63-98ed-3d3a62f1ec8e,2019-12-09T08:00:00.000+08:00,2,How Trump's Policies Moved Stocks This Past Week
be676455-e552-40d1-8d05-8ad5a9432267,2019-12-05T08:00:00.000+08:00,4,Apple buys first carbon-free aluminum from Alcoa-Rio Tinto JV
9357111d-62d9-4db6-bfb5-5a6343c44b12,2019-12-05T08:00:00.000+08:00,1,New Strong Sell Stocks for December 5th
8cdf6b89-0719-43dd-aaf4-d1b03dd3b99b,2019-12-05T08:00:00.000+08:00,4,Apple buys first carbon-free aluminum from Alcoa-Rio Tinto JV
eed91e54-b515-4b10-9f21-9427cc611d5d,2019-12-05T08:00:00.000+08:00,1,New Strong Sell Stocks for December 5th
ef4a82f5-c25a-4c7c-ad6c-19ec1c2eb386,2019-12-04T08:00:00.000+08:00,2,"UPDATE: Alcoa Will Reduce Co.'s Pension, OPEB Liabilities By ~$190M"
21076aff-0cf7-430a-b6cb-b5e75c610f56,2019-12-04T08:00:00.000+08:00,3,"Alcoa Reports Added Actions On Pension, Other Postemployment Benefits In US"
99f5735e-1fe8-42c9-831c-5f2f1827d798,2019-12-04T08:00:00.000+08:00,3,"Alcoa to cut pension, OPEB liabilities by $190M"
d1bcb529-abd6-4d6e-ac1a-ce23bfe08494,2019-12-04T08:00:00.000+08:00,4,"Alcoa to cut pension, OPEB liabilities by $190M"
9031ebc4-f7d6-4d24-8fbb-595b1ea17268,2019-12-04T08:00:00.000+08:00,5,"Nike, Alcoa, Amazon, Target and Best Buy highlighted as Zacks Bull and Bear of the Day"
804b1130-f7f8-481a-99c3-6fc8a38385d3,2019-12-04T08:00:00.000+08:00,2,Bear of the Day: Alcoa Corporation (AA)
29cd3b65-dcc2-4849-b57e-0a05765a0914,2019-12-04T08:00:00.000+08:00,4,"UPDATE: Alcoa Will Reduce Co.'s Pension, OPEB Liabilities By ~$190M"
fcef6abf-d805-49b0-8a42-4bc67201722b,2019-12-04T08:00:00.000+08:00,3,"Alcoa Reports Added Actions On Pension, Other Postemployment Benefits In US"
49297851-aa40-4d66-a6c4-686772f3f866,2019-12-04T08:00:00.000+08:00,4,"Alcoa to cut pension, OPEB liabilities by $190M"
d917e77c-9d8a-4080-b5e7-817340318483,2019-12-04T08:00:00.000+08:00,4,"Alcoa to cut pension, OPEB liabilities by $190M"
cda3adca-2caa-43e2-b39e-dfd67881da84,2019-12-04T08:00:00.000+08:00,2,"Nike, Alcoa, Amazon, Target and Best Buy highlighted as Zacks Bull and Bear of the Day"
9d465b20-a981-4df7-b91c-2cad30689db0,2019-12-04T08:00:00.000+08:00,1,Bear of the Day: Alcoa Corporation (AA)
b65dcb77-70dc-4810-833c-c6927b6a499e,2019-12-03T08:00:00.000+08:00,3,"Simple Market Timing Strategies That Work - December 03, 2019"
e21fcb0f-1a2d-45e4-a0cf-a1b709c4d3d7,2019-12-03T08:00:00.000+08:00,4,"Simple Market Timing Strategies That Work - December 03, 2019"
1c1130d2-bad1-49aa-a188-8d7d6c30e565,2019-11-28T08:00:00.000+08:00,1,Real Corporate Profits Are Now The Lowest Since The Financial Crisis
b5051ce0-0443-4e76-881d-e103ffbc185e,2019-11-28T08:00:00.000+08:00,1,Real Corporate Profits Are Now The Lowest Since The Financial Crisis
721e5dd6-cfa9-4e8f-af3b-3327a65a6458,2019-11-21T08:00:00.000+08:00,1,"CN Rail strike disrupts steel, copper trade with U.S. - Bloomberg"
e30d67ac-c75f-43fb-a75e-07711c2c096a,2019-11-21T08:00:00.000+08:00,1,"CN Rail strike disrupts steel, copper trade with U.S. - Bloomberg"
14d926d5-f4f9-40ec-9adf-a03183996dad,2019-11-19T08:00:00.000+08:00,4,"Your Bullish Watch-List for New All-Time Highs, All Day Every Day"
4fd50a33-05d4-4149-998c-aca72fb1be1d,2019-11-19T08:00:00.000+08:00,4,"Your Bullish Watch-List for New All-Time Highs, All Day Every Day"
6f6f2680-75fe-4e1e-94f7-228c6cc0341e,2019-11-15T08:00:00.000+08:00,2,35 Stocks Moving in Friday's Pre-Market Session
55768a63-1527-411e-9751-25e9cd1bfc0f,2019-11-15T08:00:00.000+08:00,2,"AskSlim Market Week, Nov. 15"
db6e8174-8e77-4e26-bdb1-52b90fec38b2,2019-11-15T08:00:00.000+08:00,3,35 Stocks Moving in Friday's Pre-Market Session
ba376d4b-b60b-4934-86a0-d012f9e99c3d,2019-11-15T08:00:00.000+08:00,4,"AskSlim Market Week, Nov. 15"
ceac81a5-93a1-41be-9332-46516f134e63,2019-11-14T08:00:00.000+08:00,1,"Lion Point Capital, LP Buys First Solar Inc, Alcoa Corp, The Medicines Co, Sells Lattice ..."
503301d4-1658-421f-945e-773355151f8b,2019-11-14T08:00:00.000+08:00,2,"Lion Point Capital, LP Buys First Solar Inc, Alcoa Corp, The Medicines Co, Sells Lattice ..."
